Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,c_total_pages,c_total_duration,c_product_share,c_page_value_per_product,Revenue
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,May,3,2,9,13,Returning_Visitor,0,2,0.0,1.0,0.0,0
1,10.0,0,0.0,39,1152.5,0.011965812,0.017802198,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,0,40,1162.5,0.975,0.0,0
0,0.0,4,37.0,69,4112.394444,0.007123288,0.022355057,0.0,0.0,Dec,3,2,3,2,Returning_Visitor,0,73,4149.394444,0.9452054794520548,0.0,0
0,0.0,0,0.0,26,548.2678571,0.024,0.046666667,0.0,0.0,Nov,1,2,6,2,Returning_Visitor,0,26,548.2678571,1.0,0.0,0
1,10.0,0,0.0,11,578.0,0.0,0.011688312,0.0,0.0,May,1,2,1,1,Returning_Visitor,0,12,588.0,0.9166666666666666,0.0,0
3,22.0,2,69.5,30,1671.583333,0.0,0.019354839,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,35,1763.083333,0.8571428571428571,0.0,0
4,52.0,1,7.0,46,3087.0,0.003773585,0.021383648,16.94643793,0.0,Mar,2,2,3,8,Returning_Visitor,0,51,3146.0,0.9019607843137255,0.36840082456521733,1
1,115.0,0,0.0,48,1129.214286,0.008163265,0.010945092,0.0,0.0,May,1,1,2,1,Returning_Visitor,0,49,1244.214286,0.9795918367346939,0.0,0
0,0.0,0,0.0,4,68.0,0.0,0.05,0.0,0.0,May,2,2,1,6,Returning_Visitor,0,4,68.0,1.0,0.0,0
0,0.0,0,0.0,39,440.6666667,0.015789474,0.046491228,0.0,0.4,May,2,5,3,3,Returning_Visitor,0,39,440.6666667,1.0,0.0,0
6,153.5,0,0.0,34,1048.492063,0.011578947,0.032225685,0.0,0.0,Mar,2,6,1,1,Returning_Visitor,1,40,1201.992063,0.85,0.0,0
2,5.0,0,0.0,0,0.0,0.0,0.066666667,0.0,0.8,May,1,1,8,5,New_Visitor,0,2,5.0,0.0,0.0,0
0,0.0,0,0.0,42,2385.666667,0.003333333,0.035833333,0.0,0.0,Jul,2,5,7,1,Returning_Visitor,0,42,2385.666667,1.0,0.0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,2,1,Returning_Visitor,0,1,0.0,1.0,0.0,0
0,0.0,0,0.0,18,689.6666667,0.023529412,0.030392157,0.0,0.0,May,2,2,7,6,Returning_Visitor,1,18,689.6666667,1.0,0.0,0
1,3.0,0,0.0,3,236.0,0.0,0.025,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,1,4,239.0,0.75,0.0,0
3,14.5,0,0.0,25,1040.75,0.0,0.024266667,0.0,0.0,Mar,4,1,1,2,Returning_Visitor,1,28,1055.25,0.8928571428571429,0.0,0
3,120.0,0,0.0,5,198.0,0.0,0.014285714,0.0,0.0,May,3,3,4,2,New_Visitor,1,8,318.0,0.625,0.0,0
3,80.42857143,0,0.0,61,5900.351378,0.0,0.007213115,0.0,0.0,Mar,3,2,3,10,Returning_Visitor,0,64,5980.779949430001,0.953125,0.0,0
0,0.0,0,0.0,4,26.0,0.0,0.05,0.0,0.0,May,4,1,1,1,Returning_Visitor,0,4,26.0,1.0,0.0,0
2,37.2,0,0.0,22,295.0333333,0.0,0.008333333,0.0,0.0,Nov,2,4,3,2,New_Visitor,0,24,332.23333329999997,0.9166666666666666,0.0,0
6,36.0,0,0.0,13,125.125,0.047058824,0.053333333,0.0,0.0,Nov,3,2,3,1,Returning_Visitor,1,19,161.125,0.6842105263157895,0.0,0
1,16.25,0,0.0,34,456.525,0.006060606,0.03030303,0.0,0.0,Nov,1,1,4,1,Returning_Visitor,1,35,472.775,0.9714285714285714,0.0,0
5,168.2,0,0.0,15,2026.633333,0.008333333,0.039,0.0,0.0,Nov,3,2,7,13,Returning_Visitor,0,20,2194.833333,0.75,0.0,1
2,70.0,0,0.0,11,714.5,0.014285714,0.028571429,0.0,0.0,May,2,2,2,6,Returning_Visitor,1,13,784.5,0.8461538461538461,0.0,0
4,171.25,0,0.0,22,851.5595238,0.004545455,0.031907308,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,0,26,1022.8095238,0.8461538461538461,0.0,0
7,381.75,0,0.0,69,2599.015278,0.011805556,0.034545686,5.560270538,0.0,Nov,1,1,1,2,Returning_Visitor,0,76,2980.765278,0.9078947368421053,0.08058363098550725,1
0,0.0,0,0.0,6,72.0,0.0,0.05,0.0,0.8,May,2,2,4,4,Returning_Visitor,0,6,72.0,1.0,0.0,0
2,42.75,0,0.0,31,2526.483333,0.027272727,0.055555556,40.1844879,0.0,Dec,2,4,6,1,Returning_Visitor,0,33,2569.233333,0.9393939393939394,1.2962738032258065,0
0,0.0,0,0.0,14,242.0833333,0.014285714,0.023809524,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,0,14,242.0833333,1.0,0.0,1
5,229.3333333,4,115.25,28,1474.530303,0.0,0.005429293,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,0,37,1819.1136363,0.7567567567567568,0.0,0
1,29.2,0,0.0,13,199.2844444,0.0,0.0,0.0,0.0,Jul,1,1,1,4,Returning_Visitor,0,14,228.4844444,0.9285714285714286,0.0,0
9,497.1666667,0,0.0,20,1170.166667,0.012121212,0.023484848,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,0,29,1667.3333337,0.6896551724137931,0.0,0
3,365.0,0,0.0,6,737.75,0.0,0.008333333,0.0,0.0,Nov,1,1,6,2,Returning_Visitor,0,9,1102.75,0.6666666666666666,0.0,0
1,21.0,1,61.0,49,1647.152381,0.0,0.0008,144.3934888,0.0,Mar,2,2,7,2,Returning_Visitor,1,51,1729.152381,0.9607843137254902,2.946805893877551,1
0,0.0,0,0.0,28,475.025,0.0,0.000446429,0.0,0.0,Nov,1,1,6,10,New_Visitor,0,28,475.025,1.0,0.0,0
0,0.0,0,0.0,4,123.3,0.0,0.0,67.98927956,0.0,Oct,1,1,1,2,Returning_Visitor,0,4,123.3,1.0,16.99731989,1
5,62.0,0,0.0,125,1935.335516,0.0,0.008031496,0.0,0.0,Nov,4,2,3,3,Returning_Visitor,0,130,1997.335516,0.9615384615384616,0.0,0
0,0.0,0,0.0,15,270.0,0.028571429,0.035714286,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,0,15,270.0,1.0,0.0,0
1,30.2,2,30.7,25,348.0611111,0.014814815,0.03037037,0.0,0.0,Oct,3,2,7,1,Returning_Visitor,0,28,408.9611111,0.8928571428571429,0.0,0
5,68.0,0,0.0,36,818.5,0.007894737,0.028070175,0.0,0.8,May,2,2,1,3,Returning_Visitor,0,41,886.5,0.8780487804878049,0.0,0
6,192.5,0,0.0,113,3000.666667,0.003478261,0.005217391,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,0,119,3193.166667,0.9495798319327731,0.0,0
8,217.0,2,281.5,5,236.1666667,0.0,0.014285714,0.0,0.0,May,2,2,3,2,Returning_Visitor,0,15,734.6666667,0.3333333333333333,0.0,0
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,May,1,1,9,4,Returning_Visitor,1,3,0.0,1.0,0.0,0
6,1541.5,0,0.0,8,188.5,0.0,0.015384615,0.0,0.0,May,3,2,5,4,New_Visitor,1,14,1730.0,0.5714285714285714,0.0,0
5,426.7,1,200.0,72,4140.333766,0.001315789,0.024597953,0.0,0.0,Nov,3,2,4,2,Returning_Visitor,0,78,4767.033766,0.9230769230769231,0.0,0
0,0.0,0,0.0,14,222.4,0.017142857,0.057142857,0.0,0.0,Feb,1,1,1,2,Returning_Visitor,0,14,222.4,1.0,0.0,0
0,0.0,0,0.0,22,2189.5,0.00952381,0.028571429,0.0,0.0,Nov,4,2,1,10,Returning_Visitor,0,22,2189.5,1.0,0.0,0
0,0.0,0,0.0,25,686.5,0.016,0.032,0.0,0.0,Dec,2,2,7,1,Returning_Visitor,1,25,686.5,1.0,0.0,0
1,25.5,0,0.0,12,250.8333333,0.0,0.016666667,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,1,13,276.3333333,0.9230769230769231,0.0,0
1,36.0,0,0.0,17,538.2878788,0.0,0.017708333,18.370625,0.0,May,1,1,1,4,Returning_Visitor,0,18,574.2878788,0.9444444444444444,1.080625,0
0,0.0,0,0.0,10,824.0,0.06,0.09,0.0,0.0,Dec,1,1,1,3,Returning_Visitor,0,10,824.0,1.0,0.0,0
0,0.0,0,0.0,10,490.5666667,0.02,0.035,0.0,0.0,June,3,2,2,1,Returning_Visitor,0,10,490.5666667,1.0,0.0,0
0,0.0,2,11.4,43,763.6614286,0.004545455,0.021212121,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,0,45,775.0614286,0.9555555555555556,0.0,0
0,0.0,0,0.0,30,685.75,0.0,0.036507937,0.0,0.0,Dec,2,2,2,3,Returning_Visitor,0,30,685.75,1.0,0.0,0
5,68.8,0,0.0,33,781.5166667,0.005555556,0.008333333,22.53693712,0.0,Jul,2,2,6,2,New_Visitor,1,38,850.3166666999999,0.868421052631579,0.6829374884848485,0
0,0.0,0,0.0,21,455.0833333,0.0,0.010526316,14.13268846,0.0,Dec,4,1,1,2,New_Visitor,0,21,455.0833333,1.0,0.6729851647619048,1
1,57.5,0,0.0,22,353.1527778,0.0,0.009090909,0.0,0.0,Nov,1,2,1,2,New_Visitor,0,23,410.6527778,0.9565217391304348,0.0,0
0,0.0,1,0.0,22,812.3,0.030848861,0.057391304,0.0,0.0,Nov,1,1,4,10,Returning_Visitor,1,23,812.3,0.9565217391304348,0.0,0
0,0.0,0,0.0,24,724.7666667,0.030555556,0.037797619,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,1,24,724.7666667,1.0,0.0,0
4,59.5,2,662.0,31,1586.154762,0.016666667,0.037334126,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,0,37,2307.654762,0.8378378378378378,0.0,0
0,0.0,0,0.0,62,2636.513492,0.04781874,0.061364567,0.0,0.0,Jul,3,2,3,13,Returning_Visitor,1,62,2636.513492,1.0,0.0,0
8,259.2836478,2,12.0,53,1854.242845,0.0004329,0.015548371,22.22165124,0.0,Nov,3,2,9,6,Returning_Visitor,0,63,2125.5264928,0.8412698412698413,0.41927643849056606,0
5,346.25,0,0.0,3,1692.25,0.0,0.014285714,0.0,0.0,Dec,2,2,9,2,New_Visitor,0,8,2038.5,0.375,0.0,0
0,0.0,0,0.0,4,96.33333333,0.083333333,0.0875,0.0,0.0,Dec,1,1,2,3,Returning_Visitor,0,4,96.33333333,1.0,0.0,0
4,172.0,0,0.0,11,787.0,0.033333333,0.053333333,0.0,0.0,May,2,2,1,6,Returning_Visitor,1,15,959.0,0.7333333333333333,0.0,0
0,0.0,0,0.0,3,57.0,0.0,0.066666667,0.0,0.2,May,2,5,1,2,Returning_Visitor,0,3,57.0,1.0,0.0,0
3,91.0,2,338.0,11,451.0,0.0,0.006666667,45.7504,0.0,Mar,2,2,1,10,New_Visitor,0,16,880.0,0.6875,4.159127272727273,1
0,0.0,0,0.0,3,44.5,0.0,0.066666667,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,0,3,44.5,1.0,0.0,0
6,545.0,4,101.5,53,2797.213095,0.004098361,0.02454223,2.227278689,0.8,May,3,2,1,4,Returning_Visitor,0,63,3443.713095,0.8412698412698413,0.04202412620754717,0
0,0.0,0,0.0,15,197.0,0.0,0.026666667,0.0,0.2,May,2,2,1,4,Returning_Visitor,0,15,197.0,1.0,0.0,0
5,106.3214286,4,189.0,37,1306.028022,0.004263566,0.010939177,33.3335814,0.0,May,2,4,1,3,Returning_Visitor,0,46,1601.3494506,0.8043478260869565,0.9009076054054054,0
3,61.19642857,0,0.0,24,747.4,0.028985507,0.025793651,26.34343478,0.4,May,3,2,6,11,Returning_Visitor,0,27,808.59642857,0.8888888888888888,1.0976431158333333,0
7,380.8,0,0.0,50,2653.196667,0.015686275,0.027908497,0.0,0.0,Aug,2,2,2,1,Returning_Visitor,0,57,3033.9966670000003,0.8771929824561403,0.0,0
7,186.6666667,7,790.0066667,57,1720.444748,0.000980392,0.007866316,3.801048407,0.0,Sep,3,2,6,2,Returning_Visitor,1,71,2697.1180814,0.8028169014084507,0.06668505977192983,0
0,0.0,2,0.0,3,56.75,0.1,0.125,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,0,5,56.75,0.6,0.0,0
7,60.0,3,23.0,111,2524.501905,0.001694915,0.018834175,6.445051499,0.0,Mar,3,2,1,2,Returning_Visitor,1,121,2607.501905,0.9173553719008265,0.058063527018018014,0
0,0.0,0,0.0,9,166.1666667,0.0,0.025,17.541,1.0,May,2,2,2,4,Returning_Visitor,1,9,166.1666667,1.0,1.949,1
11,281.3333333,0,0.0,41,1167.95,0.0,0.011347518,7.907379545,0.0,Nov,1,1,3,2,New_Visitor,1,52,1449.2833333,0.7884615384615384,0.19286291573170733,1
1,3.5,0,0.0,49,663.5277778,0.0,0.005319149,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,0,50,667.0277778,0.98,0.0,0
2,225.0,0,0.0,6,549.0,0.0,0.014285714,0.0,0.0,May,3,2,1,4,New_Visitor,0,8,774.0,0.75,0.0,0
3,106.6,0,0.0,11,203.98,0.0,0.004444444,0.0,0.0,Jul,2,2,1,3,New_Visitor,0,14,310.58,0.7857142857142857,0.0,0
1,2.0,0,0.0,24,958.25,0.025,0.035,24.34016667,0.0,May,2,2,1,6,Returning_Visitor,0,25,960.25,0.96,1.01417361125,0
4,15.5,0,0.0,15,312.7,0.01,0.045,0.0,0.8,May,4,1,3,2,Returning_Visitor,0,19,328.2,0.7894736842105263,0.0,0
6,93.0,2,23.0,37,783.875,0.003409091,0.031709957,0.0,0.0,Nov,2,2,1,11,Returning_Visitor,1,45,899.875,0.8222222222222222,0.0,0
3,105.2,0,0.0,25,830.9366667,0.007142857,0.004285714,70.2595851,0.0,Nov,2,2,1,2,Returning_Visitor,0,28,936.1366667000001,0.8928571428571429,2.810383404,0
0,0.0,4,115.8,95,2500.128052,0.005342081,0.011832634,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,0,99,2615.928052,0.9595959595959596,0.0,0
1,111.0,0,0.0,13,274.5833333,0.0,0.016666667,0.0,0.0,Nov,1,1,1,2,New_Visitor,0,14,385.5833333,0.9285714285714286,0.0,0
0,0.0,0,0.0,6,104.6666667,0.0,0.041666667,0.0,0.0,Dec,3,2,1,10,Returning_Visitor,0,6,104.6666667,1.0,0.0,0
0,0.0,0,0.0,2,13.0,0.0,0.1,0.0,0.0,Dec,1,1,3,2,Returning_Visitor,1,2,13.0,1.0,0.0,0
0,0.0,0,0.0,6,73.75,0.033333333,0.044444444,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,0,6,73.75,1.0,0.0,0
4,31.0,1,46.0,80,1793.777778,0.017857143,0.031725417,0.0,0.6,May,2,2,3,3,Returning_Visitor,0,85,1870.777778,0.9411764705882353,0.0,0
1,9.0,0,0.0,11,269.96,0.0,0.006666667,0.0,0.0,Jul,3,2,3,4,Returning_Visitor,0,12,278.96,0.9166666666666666,0.0,0
1,0.0,0,0.0,10,304.0,0.0,0.02,0.0,0.0,May,3,2,4,4,Returning_Visitor,1,11,304.0,0.9090909090909091,0.0,0
2,25.0,0,0.0,7,181.75,0.0,0.022222222,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,0,9,206.75,0.7777777777777778,0.0,0
0,0.0,0,0.0,9,125.5,0.007407407,0.022222222,0.0,0.0,Nov,3,2,4,2,Returning_Visitor,0,9,125.5,1.0,0.0,0
0,0.0,0,0.0,18,920.0,0.122222222,0.144444444,0.0,1.0,May,3,2,7,4,Returning_Visitor,1,18,920.0,1.0,0.0,0
1,10.0,0,0.0,32,1277.75,0.0,0.006060606,78.12165404,0.0,Dec,8,13,9,20,Other,0,33,1287.75,0.9696969696969697,2.44130168875,1
1,28.53333333,0,0.0,61,2006.688158,0.003278689,0.015460019,2.039270228,0.0,Aug,2,5,3,2,Returning_Visitor,0,62,2035.22149133,0.9838709677419355,0.03343065947540984,0
3,60.25,0,0.0,8,131.5833333,0.02,0.013333333,0.0,0.0,Nov,3,2,1,2,New_Visitor,0,11,191.8333333,0.7272727272727273,0.0,0
4,162.5,2,44.5,20,1115.266667,0.0,0.020661157,0.0,0.0,Mar,1,2,3,10,Returning_Visitor,0,26,1322.266667,0.7692307692307693,0.0,0
0,0.0,0,0.0,12,442.5,0.0,0.008333333,0.0,0.0,Nov,2,2,1,2,New_Visitor,0,12,442.5,1.0,0.0,0
7,161.25,1,0.0,32,1038.797619,0.0,0.015714286,59.96777143,0.2,May,1,1,4,2,Returning_Visitor,0,40,1200.047619,0.8,1.8739928571875,1
4,47.3,1,0.0,32,1870.966667,0.0,0.037037037,0.0,0.0,Aug,2,2,9,2,Returning_Visitor,0,37,1918.2666669999999,0.8648648648648649,0.0,0
3,922.75,0,0.0,56,4681.420833,0.007118644,0.022668819,0.0,0.0,Nov,2,2,1,13,Returning_Visitor,0,59,5604.170833,0.9491525423728814,0.0,0
1,24.0,1,72.0,13,462.0,0.0,0.014285714,23.13,0.0,May,2,2,1,2,Returning_Visitor,0,15,558.0,0.8666666666666667,1.7792307692307692,1
0,0.0,0,0.0,6,45.33333333,0.033333333,0.066666667,0.0,0.0,May,2,2,1,3,Returning_Visitor,0,6,45.33333333,1.0,0.0,0
3,36.3,0,0.0,13,309.55,0.0,0.029166667,0.0,0.0,June,2,2,3,1,Returning_Visitor,0,16,345.85,0.8125,0.0,0
6,53.0,0,0.0,40,778.8333333,0.0,0.009469697,8.480846261,0.0,Aug,1,1,1,4,New_Visitor,1,46,831.8333333,0.8695652173913043,0.212021156525,0
0,0.0,0,0.0,8,258.0,0.025,0.075,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,0,8,258.0,1.0,0.0,0
4,191.0,0,0.0,45,2171.174592,0.0,0.017931489,0.0,0.4,May,2,4,7,6,Returning_Visitor,0,49,2362.174592,0.9183673469387755,0.0,0
0,0.0,0,0.0,72,5465.320175,0.033789954,0.06037786,0.0,0.0,Sep,2,5,2,1,Returning_Visitor,0,72,5465.320175,1.0,0.0,0
14,337.58,0,0.0,29,443.5,0.0,0.027027027,0.0,0.0,Oct,2,2,1,3,Returning_Visitor,0,43,781.0799999999999,0.6744186046511628,0.0,0
2,113.0,2,501.0,14,381.75,0.0,0.035294118,0.0,0.0,Dec,2,10,2,2,Returning_Visitor,0,18,995.75,0.7777777777777778,0.0,0
0,0.0,2,19.0,65,2163.132326,0.0,0.011780384,0.0,0.0,Nov,2,2,8,2,New_Visitor,0,67,2182.132326,0.9701492537313433,0.0,0
3,82.6,0,0.0,1,16.2,0.0,0.05,0.0,0.0,Nov,2,2,9,2,New_Visitor,0,4,98.8,0.25,0.0,0
0,0.0,0,0.0,11,303.5,0.0,0.012121212,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,0,11,303.5,1.0,0.0,0
0,0.0,0,0.0,12,448.5,0.0,0.033333333,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,0,12,448.5,1.0,0.0,0
2,44.5,0,0.0,7,212.1666667,0.0,0.00625,0.0,0.0,Mar,3,2,1,8,New_Visitor,1,9,256.6666667,0.7777777777777778,0.0,0
5,263.0,0,0.0,3,212.0,0.0,0.028571429,0.0,0.0,Mar,1,1,9,8,New_Visitor,0,8,475.0,0.375,0.0,0
8,63.0,0,0.0,36,1500.380952,0.010810811,0.01981982,14.33124324,0.0,May,2,2,2,4,Returning_Visitor,0,44,1563.380952,0.8181818181818182,0.39809008999999995,0
2,90.0,0,0.0,3,202.8333333,0.0,0.013333333,0.0,0.0,May,3,2,7,2,Returning_Visitor,0,5,292.8333333,0.6,0.0,0
10,367.6333333,5,74.5,181,4287.960606,0.0,0.012467279,4.529635712,0.0,Oct,2,2,4,1,Returning_Visitor,0,196,4730.0939393,0.923469387755102,0.025025611668508287,0
0,0.0,0,0.0,25,644.875,0.0,0.044,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,0,25,644.875,1.0,0.0,0
0,0.0,0,0.0,6,1038.0,0.033333333,0.066666667,0.0,0.0,Dec,2,4,1,2,Returning_Visitor,0,6,1038.0,1.0,0.0,0
2,33.5,1,91.0,31,1271.821212,0.0,0.011505376,1.592774194,0.0,Mar,1,8,4,1,Returning_Visitor,0,34,1396.321212,0.9117647058823529,0.05137981270967742,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,3,5,2,Returning_Visitor,0,1,0.0,1.0,0.0,0
4,118.7,0,0.0,3,89.5,0.0,0.047619048,0.0,0.0,Nov,3,2,1,4,Returning_Visitor,0,7,208.2,0.42857142857142855,0.0,0
6,65.25,0,0.0,21,829.3333333,0.0,0.008333333,0.0,0.0,Nov,2,5,4,1,Returning_Visitor,1,27,894.5833333,0.7777777777777778,0.0,0
4,111.0,0,0.0,4,54.0,0.0,0.028571429,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,0,8,165.0,0.5,0.0,0
8,121.6666667,2,62.0,30,1688.72619,0.0,0.011764706,15.08488235,0.0,May,2,2,3,2,Returning_Visitor,0,40,1872.3928567,0.75,0.5028294116666667,1
4,149.5,3,56.5,10,368.0,0.0,0.013333333,0.0,0.0,May,3,2,8,2,Returning_Visitor,0,17,574.0,0.5882352941176471,0.0,0
4,87.0,5,242.75,61,4081.041667,0.0,0.019375,0.0,0.0,Nov,2,5,6,2,Returning_Visitor,1,70,4410.7916669999995,0.8714285714285714,0.0,0
0,0.0,0,0.0,10,126.8333333,0.04,0.06,0.0,0.0,May,2,5,1,1,Returning_Visitor,0,10,126.8333333,1.0,0.0,0
11,449.75,0,0.0,52,1786.109649,0.0,0.017118644,40.65671234,0.0,Nov,1,1,1,2,Returning_Visitor,0,63,2235.859649,0.8253968253968254,0.7818598526923076,0
8,293.0,0,0.0,12,399.0666667,0.003030303,0.010606061,37.86167396,0.0,Nov,4,1,3,3,Returning_Visitor,0,20,692.0666667,0.6,3.1551394966666666,1
3,39.5,2,51.0,33,814.5,0.006060606,0.01969697,0.0,0.8,May,2,2,4,1,Returning_Visitor,0,38,905.0,0.868421052631579,0.0,0
0,0.0,0,0.0,2,14.0,0.0,0.1,0.0,0.0,Dec,2,2,2,2,Returning_Visitor,0,2,14.0,1.0,0.0,0
0,0.0,0,0.0,27,359.0,0.0,0.020512821,0.0,0.0,May,1,1,7,2,Returning_Visitor,1,27,359.0,1.0,0.0,0
0,0.0,0,0.0,113,5178.531731,0.003896104,0.030191572,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,0,113,5178.531731,1.0,0.0,1
3,30.5,0,0.0,23,422.730303,0.008333333,0.0125,0.0,0.0,May,2,2,1,4,Returning_Visitor,0,26,453.230303,0.8846153846153846,0.0,0
0,0.0,0,0.0,5,586.0,0.0,0.06,0.0,0.0,Nov,2,4,9,10,Returning_Visitor,1,5,586.0,1.0,0.0,0
5,102.0676923,2,16.0,142,6223.870847,0.0,0.006649462,15.47720763,0.0,May,2,2,3,2,Returning_Visitor,1,149,6341.9385393,0.9530201342281879,0.10899441992957747,1
4,55.0,3,17.25,100,1284.361822,0.001923077,0.011603935,0.0,0.0,Dec,1,1,1,10,Returning_Visitor,0,107,1356.611822,0.9345794392523364,0.0,0
10,247.75,0,0.0,27,1182.416667,0.017741935,0.038556068,7.994904291,0.0,Dec,2,2,4,6,Returning_Visitor,0,37,1430.166667,0.7297297297297297,0.29610756633333335,1
3,80.6,2,112.8,10,390.2,0.0,0.015384615,0.0,0.0,Oct,2,5,3,20,Returning_Visitor,0,15,583.5999999999999,0.6666666666666666,0.0,0
0,0.0,0,0.0,6,53.0,0.0,0.06,0.0,0.0,Mar,2,2,7,3,Returning_Visitor,1,6,53.0,1.0,0.0,0
0,0.0,0,0.0,24,1268.0,0.0125,0.015277778,0.0,0.0,Mar,4,1,3,2,Returning_Visitor,1,24,1268.0,1.0,0.0,0
0,0.0,0,0.0,31,2285.2,0.006451613,0.04516129,0.0,0.0,Nov,2,2,9,1,Returning_Visitor,0,31,2285.2,1.0,0.0,0
10,154.0229167,0,0.0,50,1388.052366,0.008611111,0.02038584,18.19675574,0.0,Sep,3,2,3,4,Returning_Visitor,0,60,1542.0752827,0.8333333333333334,0.3639351148,0
4,58.0,0,0.0,31,806.5,0.0,0.009375,9.7455,0.0,May,2,4,1,4,Returning_Visitor,0,35,864.5,0.8857142857142857,0.31437096774193546,1
1,53.0,0,0.0,19,1007.9,0.0,0.005555556,0.0,0.0,May,1,1,3,4,New_Visitor,0,20,1060.9,0.95,0.0,0
9,257.0933333,2,39.4,98,3364.64045,0.029570957,0.034691241,35.03953094,0.0,Sep,3,2,8,13,Returning_Visitor,0,109,3661.1337833,0.8990825688073395,0.35754623408163266,0
7,155.0,0,0.0,20,252.9833333,0.008333333,0.025,0.0,0.0,Oct,2,2,1,3,Returning_Visitor,0,27,407.9833333,0.7407407407407407,0.0,0
0,0.0,0,0.0,2,73.0,0.0,0.05,0.0,0.0,May,1,1,1,3,Returning_Visitor,0,2,73.0,1.0,0.0,0
0,0.0,0,0.0,2,7.0,0.0,0.1,0.0,0.0,June,2,2,7,1,Returning_Visitor,0,2,7.0,1.0,0.0,0
0,0.0,0,0.0,16,421.25,0.0,0.013333333,0.0,0.0,May,1,1,1,1,Returning_Visitor,0,16,421.25,1.0,0.0,0
0,0.0,0,0.0,6,1054.3,0.066666667,0.1,0.0,0.0,Jul,2,12,6,3,Returning_Visitor,0,6,1054.3,1.0,0.0,0
2,7.0,0,0.0,56,656.7681818,0.0,0.006941639,0.0,0.0,Nov,3,2,1,1,Returning_Visitor,1,58,663.7681818,0.9655172413793104,0.0,0
0,0.0,0,0.0,110,5244.471512,0.002201835,0.013960708,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,110,5244.471512,1.0,0.0,1
4,712.0,0,0.0,77,3785.5625,0.002564103,0.00982906,0.0,0.0,Nov,2,2,2,8,New_Visitor,0,81,4497.5625,0.9506172839506173,0.0,1
1,68.6,0,0.0,73,2265.492857,0.011111111,0.00716821,0.0,0.0,Nov,3,2,3,13,Returning_Visitor,0,74,2334.092857,0.9864864864864865,0.0,0
0,0.0,0,0.0,26,1312.333333,0.036538462,0.054230769,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,0,26,1312.333333,1.0,0.0,0
0,0.0,0,0.0,8,321.2333333,0.0,0.0125,0.0,0.0,Jul,3,5,1,1,Returning_Visitor,0,8,321.2333333,1.0,0.0,0
1,0.0,0,0.0,41,1202.904762,0.011529933,0.033252033,0.0,0.0,Mar,2,2,2,13,Returning_Visitor,0,42,1202.904762,0.9761904761904762,0.0,0
0,0.0,0,0.0,14,1501.0,0.093333333,0.126666667,0.0,0.0,May,3,2,4,4,Returning_Visitor,0,14,1501.0,1.0,0.0,0
0,0.0,2,52.0,12,699.25,0.023809524,0.028571429,0.0,0.0,May,1,1,3,3,Returning_Visitor,0,14,751.25,0.8571428571428571,0.0,0
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,0,3,0.0,1.0,0.0,0
0,0.0,0,0.0,3,50.4,0.0,0.066666667,0.0,0.0,Jul,2,2,3,1,Returning_Visitor,0,3,50.4,1.0,0.0,0
2,24.0,0,0.0,11,959.0,0.0,0.030769231,0.0,0.0,May,4,5,1,3,Returning_Visitor,0,13,983.0,0.8461538461538461,0.0,0
8,732.25,0,0.0,34,1345.755952,0.005128205,0.013341952,12.27419487,0.8,May,3,3,3,2,Returning_Visitor,0,42,2078.005952,0.8095238095238095,0.36100573147058823,0
